S.No,Emp ID,Employee Name,Designation,Department,Business Unit,Employee Status,Training Name,Training Status,Training Type,Training Source,Quarter,Training Start Month,Start Date,End Date,Venue,Overall Training Duration (Planned Hrs)
260,260,260,Senior Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
261,261,261,Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
262,262,262,Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
263,263,263,Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
264,264,264,Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
265,265,265,Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
266,266,266,Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
267,267,267,Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
268,268,268,Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
269,269,269,Senior Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
270,270,270,Senior Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
271,271,271,Senior Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
272,272,272,Senior Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
273,273,273,Quality Assurance Specialist,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
274,274,274,Medical Records Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
275,275,275,Team Lead - KPO Operations,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
276,276,276,Data Process Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
277,277,277,Senior Data Process Analyst,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
278,278,278,Quality Assurance Specialist,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
279,279,279,Senior Quality Assurance Specialist,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
280,280,280,Quality Assurance Specialist,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
281,281,281,Account Lead - KPO Operations,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
282,282,282,Team Lead - KPO Operations,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
283,283,283,Quality Assurance Specialist,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
284,284,284,Quality Assurance Specialist,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
285,285,285,Senior Quality Assurance Specialist,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
286,286,286,Team Lead - KPO Operations,IN - KPO,KPO,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
287,287,287,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
288,288,288,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
289,289,289,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
290,290,290,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
291,291,291,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
292,292,292,Senior Data Process Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
293,293,293,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
294,294,294,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
295,295,295,Quality Assurance Specialist,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
296,296,296,Quality Assurance Specialist,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
297,297,297,Quality Assurance Specialist,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
298,298,298,Quality Assurance Specialist,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
299,299,299,Quality Assurance Specialist,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
300,300,300,Quality Assurance Specialist,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
301,301,301,Quality Assurance Specialist,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
302,302,302,Quality Assurance Specialist,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
303,303,303,Quality Assurance Specialist,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
304,304,304,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
305,305,305,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
306,306,306,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
307,307,307,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
308,308,308,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
309,309,309,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
310,310,310,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-07,Conference Room - KPO,3.0
311,311,311,Trainee Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
312,312,312,Trainee Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
313,313,313,Trainee Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
314,314,314,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
315,315,315,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
316,316,316,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
317,317,317,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
318,318,318,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
319,319,319,Trainee Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
320,320,320,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
321,321,321,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
322,322,322,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
323,323,323,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
324,324,324,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
325,325,325,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
326,326,326,Lead - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
327,327,327,Lead - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Basic knowledge of CRM Systems (Salesforce) Training,Completed,Functional,Internal,Q1,2025-05-01,2025-05-28,2025-05-28,Main Conference Room,1.5
328,328,328,Manager - UX/UI,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
329,329,329,Senior Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
330,330,330,Manager - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
331,331,331,Manager - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
332,332,332,Manager - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
333,333,333,Manager - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
334,334,334,Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
335,335,335,Senior Content Writer,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
336,336,336,Lead - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
337,337,337,Senior Content Writer,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
338,338,338,Senior Content Writer,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
339,339,339,Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
340,340,340,Lead - Design,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
341,341,341,Executive - Designer ,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
342,342,342,Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
343,343,343,Senior SEO Specialist,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
344,344,344,SEO Specialist,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
345,345,345,SEO Specialist,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
346,346,346,Senior Email Marketing Specialist,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
347,347,347,Senior Web Developer,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
348,348,348,System Analyst,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
349,349,349,Senior Content Writer,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
350,350,350,Senior Content Writer,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
351,351,351,Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
352,352,352,Senior Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
353,353,353,Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
354,354,354,Executive - Management,IN- Marketing,Sales & Marketing,Active,Campaign Management Training ,Completed,Functional,Internal,Q1,2025-05-01,2025-05-05,2025-05-05,Main Conference Room,1.0
355,355,355,Senior Technical Specialist,IN - Software Development,Technology,Active,.Net Core Recurrence Session ,Completed,Technical,Internal,Q1,2025-05-01,2025-05-12,2025-05-30,Virtual,22.5
356,356,356,Technical Manager,IN - Software Development,Technology,Active,.Net Core Recurrence Session ,Completed,Technical,Internal,Q1,2025-05-01,2025-05-12,2025-05-30,Virtual,22.5
357,357,357,Senior Software Engineer,IN - Software Development,Technology,Active,.Net Core Recurrence Session ,Completed,Technical,Internal,Q1,2025-05-01,2025-05-12,2025-05-30,Virtual,22.5
358,358,358,Technical Lead,IN - Software Development,Technology,Active,.Net Core Recurrence Session ,Completed,Technical,Internal,Q1,2025-05-01,2025-05-12,2025-05-30,Virtual,22.5
359,359,359,Software Engineer,IN - Software Development,Technology,Active,.Net Core Recurrence Session ,Completed,Technical,Internal,Q1,2025-05-01,2025-05-12,2025-05-30,Virtual,22.5
360,360,360,Technical Manager,IN - Software Development,Technology,Active,.Net Core Recurrence Session ,Completed,Technical,Internal,Q1,2025-05-01,2025-05-12,2025-05-30,Virtual,22.5
361,361,361,Senior Technical Specialist,IN - Software Development,Technology,Active,.Net Core Recurrence Session ,Completed,Technical,Internal,Q1,2025-05-01,2025-05-12,2025-05-30,Virtual,22.5
362,362,362,Technical Lead,IN - Software Development,Technology,Active,.Net Core Recurrence Session ,Completed,Technical,Internal,Q1,2025-05-01,2025-05-12,2025-05-30,Virtual,22.5
363,363,363,Software Engineer,IN - Software Development,Technology,Active,.Net Core Recurrence Session ,Completed,Technical,Internal,Q1,2025-05-01,2025-05-12,2025-05-30,Virtual,22.5
364,364,364,Technical Specialist,IN - Software Development,Technology,Active,.Net Core Recurrence Session ,Completed,Technical,Internal,Q1,2025-05-01,2025-05-12,2025-05-30,Virtual,22.5
365,365,365,Senior Salesforce Business Analyst,IN - Salesforce,Technology,Active,Revenue Lifecycle Management and Contract Lifecycle Management,Completed,Technical,Internal,Q1,2025-05-01,2025-05-20,2025-06-25,Virtual,44.0
366,366,366,Trainee - HR,IN - HR,Shared Service,Active,Microsoft Excel - Excel from Beginner to Advanced | Udemy,In Progress,Transferrable,Internal,Q1,2025-05-01,2025-05-20,2025-06-30,Virtual,22.0
367,367,367,Salesforce Developer,IN - Salesforce,Technology,Active,Revenue Lifecycle Management and Contract Lifecycle Management,Completed,Technical,Internal,Q1,2025-04-01,2025-05-20,2025-06-25,Virtual,44.0
368,368,368,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Revenue Lifecycle Management and Contract Lifecycle Management,Completed,Technical,Internal,Q1,2025-04-01,2025-05-20,2025-06-25,Virtual,44.0
369,369,369,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Revenue Lifecycle Management and Contract Lifecycle Management,Completed,Technical,Internal,Q1,2025-04-01,2025-05-20,2025-06-25,Virtual,44.0
370,370,370,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Revenue Lifecycle Management and Contract Lifecycle Management,Completed,Technical,Internal,Q1,2025-04-01,2025-05-20,2025-06-25,Virtual,44.0
371,371,371,Technical Lead - Salesforce,IN - Salesforce,Technology,Active,Revenue Lifecycle Management and Contract Lifecycle Management,Completed,Technical,Internal,Q1,2025-04-01,2025-05-20,2025-06-25,Virtual,44.0
372,372,372,Senior Salesforce Quality Analyst,IN - Salesforce,Technology,Active,Revenue Lifecycle Management and Contract Lifecycle Management,Completed,Technical,Internal,Q1,2025-04-01,2025-05-20,2025-06-25,Virtual,44.0
373,373,373,Salesforce Quality Analyst,IN - Salesforce,Technology,Active,Revenue Lifecycle Management and Contract Lifecycle Management,Completed,Technical,Internal,Q1,2025-04-01,2025-05-20,2025-06-25,Virtual,44.0
374,374,374,System Analyst,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
375,375,375,Software Engineer,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
376,376,376,Software Engineer,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
377,377,377,Software Engineer,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
378,378,378,Software Engineer,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
379,379,379,Software Engineer,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
380,380,380,Technical Lead,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
381,381,381,Functional Consultant,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
382,382,382,Associate Functional Consultant,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
383,383,383,Associate Functional Consultant,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
384,384,384,Functional Consultant,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
385,385,385,Technical Lead,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
386,386,386,Senior Functional Consultant,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
387,387,387,Senior Software Engineer,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
388,388,388,Software Engineer,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
389,389,389,Senior Software Engineer,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
390,390,390,Associate Presales Consultant,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
391,391,391,Assistant Manager - Presales,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
392,392,392,Associate Presales Consultant,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
393,393,393,Presales Consultant,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
394,394,394,Senior Presales Consultant,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
395,395,395,Senior Manager - Presales,IN - Software Development,Technology,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
396,396,396,Program Manager - PMO & QA,IN - PMO,Shared Service,Active,Copilot Studio Workshop,Completed,Technical,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Virtual,1.5
397,397,397,Technical Lead,IN - Software Development,Technology,Active,Statistical Analysis Workshop ,Completed,Technical,External,Q1,2025-06-01,2025-06-09,2025-07-11,Virtual,40.0
398,398,398,Senior Software Engineer,IN - Software Development,Technology,Active,Statistical Analysis Workshop ,Completed,Technical,External,Q1,2025-06-01,2025-06-09,2025-07-11,Virtual,40.0
399,399,399,Technical Lead,IN - Software Development,Technology,Active,Statistical Analysis Workshop ,Completed,Technical,External,Q1,2025-06-01,2025-06-09,2025-07-11,Virtual,40.0
400,400,400,Software Engineer,IN - Software Development,Technology,Active,Statistical Analysis Workshop ,Completed,Technical,External,Q1,2025-06-01,2025-06-09,2025-07-11,Virtual,40.0
401,401,401,Software Engineer,IN - Software Development,Technology,Active,Statistical Analysis Workshop ,Completed,Technical,External,Q1,2025-06-01,2025-06-09,2025-07-11,Virtual,40.0
402,402,402,Quality Assurance Specialist,IN - KPO,KPO,Active,Statistical Analysis Workshop ,Completed,Technical,External,Q1,2025-06-01,2025-06-09,2025-07-11,Virtual,40.0
